제목,감성
"웅진코웨이의 3분기 총계정수는 573만(렌탈 482만)으로 +0.1%(YoY), -2.0%(QoQ) 수준에 머물렀는데, 정수기 판매 부진으로 렌탈 판매량이 29만(15.3Q 34만, 16.1Q 35만, 2Q 39만)에 그쳤기 때문이다.",NEGATIVE
"신세계의 매출이 기대보다 부진했던 이유는 해외부문 매출 성장과 이익이 예상치를 하회했고, 추석선물세트 반품 환입분 약 100억원 반영, 면세점 매출도 전분기 대비 260억원 감소했기 때문이다.",NEGATIVE
"해외와 면세 실적 조정으로 4Q16, 17년 추정치 하향: 신세계의 4Q16E 매출 14,662억원(20%YoY), 영업이익 1,670억원(35%YoY), 17년 매출 57,955억원(+22%YoY), 영업이익 9,129억원(+18%YoY)으로 기존 추정치 대비 5% 하향 조정하였다.",NEGATIVE
"다만 원텍의 전분기비 이익률은 다소 축소될 것으로 전망되는데 이는 4분기 대덕단지내 R&D센터인 테크노돔 구축, 미국공장 생산가동 등에 따른 상각비 반영이 예상되기 때문이다.",NEGATIVE
"추가로, 최근 1년간 눈부신 볼륨성장을 보여왔던 미국과 유럽 역시 각각 산업수요 peak-out과 윈터타이어 판매증가 지연으로 한국타이어의 4Q16매출흐름은 3Q16대비 상대적으로 부진할 것으로 생각된다.",NEGATIVE
"4분기 실적은 개선될 것으로 보이나 더 강력한 모멘텀 필요… 3분기 실적 부진에 따라 영원무역홀딩스의 4분기 실적을 매출액 528억원(YoY -27%, QoQ +9%), 영업이익 115억원(YoY -20%, QoQ +15%)으로 하향 조정한다.",NEGATIVE
"스캇의 적자폭이 예상보다 크지 않았음에도 불구하고, OEM 매출이 부진하면서 인건비와 같은 고정비가 부각되었을 가능성이 있고, 전년대비 원/달러 환율 하락, 고객사들의 성수기 물량 납기를 맞추기 위한 초과근무 증가, 운송비 등 기타 비용이 증가하여 영원무역홀딩스의 이익 부진폭을 키운 것으로 보인다.",NEGATIVE
"아시아 의류OEM 대부분 실적 둔화: 영원무역홀딩스는 4Q16에도 OEM매출과 영업이익이 크게 개선되기는 어려울 것으로 보이는데 이유는 작년 실적 베이스가 높고, 환율효과도 소멸되며, 계절적 비수기에 해당하기 때문이다.",NEGATIVE
"영원무역홀딩스의 수익성 하락은 ①단납기 오더 증가에 의한 생산성 하락(전방 수요 불안 → 바이어 재고조정을 위한 반응 생산 확대 → OEM업체 단납기 오더 증가 → 리드타임 맞추기 위한 초과근무 증가로 인건비 상승, 생산러쉬에 따른 무형 비용 상승 등), ②마진 스퀴즈, ③부정적 환 효과(원달러 환율 YoY -4%) 등이 복합적으로 작용한 것으로 분석한다.",NEGATIVE
"웹젠의 3Q16 실적은 매출은 뮤오리진 매출 급감 등으로 전분기 대비 9.7% 감소한 반면, 영업비용은 뮤오리진 매출급감에 따른 지급수수료 감소에도 불구하고 뮤오리진 Western, 샷온라인 모바일 등 신작 마케팅에 따른 마케팅비 급증으로 전분기 대비 1.3% 감소에 그침에 따라 영업이익은 전분기 대비 32.3% 급감하게 된 것이다.",NEGATIVE
"우려감을 모두 반영한 주가: 아모레퍼시픽의 17년 영업이익을 9.6% 하향했고, 최근 국내 화장품 기업들의 밸류에이션이 3년 전 수준으로 회귀하는 추세임을 감안하여 FW12개월 기준 Target P/E 20배(로드샵 평균)로 하향 적용한 목표주가 3만원을 제시한다.",NEGATIVE
"매장수 증가(3분기 기준 743개, YoY +56여개)에 따른 지급수수료 부담은 아모레퍼시픽의 추가적인 수익성 저하 요인으로 작용했다(영업이익률 0.1%, YoY -1.4%p).",NEGATIVE
다만 모바일 부문 판촉 비용 지출과 계약이 확정되지 않은 채널의 송출수수료를 보수적 회계 처리함에 따라 네오위즈홀딩스의 영업이익은 전년동기대비 소폭 감소한 모습을 보였다.,NEGATIVE
"네오위즈홀딩스의 3Q16 매출이 전분기 대비 9.7% 감소한 것은 킹덤오브워, 마스커레이드 등 3Q16 론칭 신작은 흥행실패로서 매출기여는 미미했던 반면, 기존 주요게임의 해외매출이 컨텐츠업데이트 일정 지연 등으로 전분기 대비 대폭 감소했기 때문이다.",NEGATIVE
"컴투스홀딩스의 3Q16 매출이 전분기 대비 6.7% 감소한 것은 신작 출시는 없는 가운데 스포츠게임 비수기 영향으로 컴투스프로야구 등 스포츠 장르 매출이 감소했고, 주력게임인 서머너즈워 매출도 감소했기 때문이다.",NEGATIVE
컴투스홀딩스의 3Q16 영업이익이 전분기 대비 15.4% 감소한 것은 매출은 전분기 대비 6.7% 감소했음에도 영업비용은 서머너즈워 호문쿨루스 업데이트 후 북미/유럽 레벨업 마케팅 실시에 따른 마케팅비 증가 등으로 인해 전분기 대비 소폭 감소에 그쳤기 때문이다.,NEGATIVE
"다만 CJ CGV의 성장률은 3Q16보다 둔화될 것으로 보이는데 이유는 면세점에서의 기저효과 소멸, 중국 따이공들의 수요 둔화가 수출대행 부진으로 이어질 가능성을 배제할 수 없기 때문이다.",NEGATIVE
컴투스홀딩스는 서비스하고 있는 게임 중 자체개발 비중이 낮아 로열티 지급액과 마켓 지급수수료 등의 변동비 부담이 큰 만큼 3분기처럼 매출이 감소할 경우 이익감소가 두드러지게 보인다는 점도 부담스럽다.,NEGATIVE
"매출의 감소는 주력시장인 북미와 일본에서 ""포켓몬"" 등의 신규게임이 흥행했던 것과 무관하지 않은 것으로 판단되며, 여전히 신규 성장동력을 찾지 못하고 있다는 점도 컴투스홀딩스의 주가를 누르는 요인이 되고 있다.",NEGATIVE
"3분기 실적 및 길게 봐야 할 듯한 신규라인업 성과 등을 반영해 한섬의 이익추정치를 하향조정 했으며, 성장에 대한 판단 역시 긴 호흡으로 접근해야 한다는 점에서 프리미엄도 축소될 것으로 판단된다.",NEGATIVE
하지만 YG는 빅뱅 공백으로 인한 내년 실적 역성장이 주가에 지속 부담 요인으로 작용할 것으로 보임에 따라 현 시점에서 더 높은 밸류에이션을 적용 하기에는 무리가 있다고 판단된다.,NEGATIVE
YG는 로열티매출 역시 151억원(+352.9%YoY)을 기록해 추정치를 22억원 상회했으며 로열티매출의 대부분을 차지하고 있는 빅뱅 일본 팬미팅(27만명)의 원가율이 예상보다 더 낮았을 것으로 추정하고 있다.,POSITIVE
"매출 부진에 따른 생산법인 고정비 부담 가중, 오더 유치를 위한 벤더간의 경쟁 심화에서 기인한 ASP 하락이 원익머트리얼즈의 원가율 상승을 가져온 것으로 판단한다.",NEGATIVE
오리온은 단맛 감자 스낵 매출 감소와 이천공장 화재로 일부 스낵 제품 리뉴얼에 차질이 생기면서 매출 감소세가 이어졌고 이에 따른 고정비 증가의 영향으로 수익성도 악화됐다.,NEGATIVE
현대제철은 계절적 비수기 돌입과 연휴에 따른 조업일수 감소 영향으로 철근 판매량이 전분기 대비 4.7% 감소한 25.4만톤(YoY -4.7%)을 기록하며 가동률 하락에 따른 고정비 확대 효과가 예상보다 컸던 것으로 판단된다.,NEGATIVE
"CJ제일제당 올해 실적 감소의 주요 원인은 1) 지난 해 식품 광고/판촉비의 기저가 낮아서, 이익이 높은 편이었고, 2) 소재는 라이신 생산량 감소(유지보수)로 인해 고정비 비율이 증가한 영향으로 추산된다.",NEGATIVE
"CJ제일제당의 예상보다 부진한 실적은 1) 주요 고객사 및 전방산업 부진에 따라 I2B 매출 증가 제한적, 2) 환율 등 일회성 비용 발생, 3) 여름철 전기세 증가에 따른 원재료 비용 증가 때문이다.",NEGATIVE
"대상홀딩스는 작년 4분기에 실적 쇼크를 시현했는데, ① 전년 가공식품 부문은 ‘휘슬링쿡’ 런칭 및 사업부 통합으로 판관비 지출이 컸고, ② 11월, 12월 두 달 반영된 라이신 사업부가 적자를 시현했기 때문이다.",NEGATIVE
4Q16 연결실적 전망치 하향은 주력게임 대부분이 4Q16 들어 예상을 뛰어넘는 매출순위 하락세를 보이고 있어 카카오게임즈의 매출 전망치 하향이 불가피한 가운데 4Q16에는 애니팡3에 대한 공격적인 마케팅으로 마케팅비는 종전 전망치를 훨씬 초과할 것으로 예상되기 때문이다.,NEGATIVE
"카카오게임즈 2016년 이후 연간 실적 전망치 하향. 주력게임 감소세 구조적, 신작 기대감 부족 애니팡2, 상하이 애니팡, 애니팡 맞고, 애니팡 사천성, 애니팡 포커, 애니팡3 등 주력게임의 순위 하락 및 매출 감소세는 예상보다 강하게 진행되고 있을 뿐만 아니라 구조적인 현상이라 판단된다.",NEGATIVE
"전체적으로 원재료 비용부담의 감소에도 판가 하락과 외형 둔화, 그리고 1분기 가동을 시작한 미국 조지아 공장의 초기 적자 등으로 성신양회의 영업이익률은 전년 동기대비 0.7%p 하락한 4.7%를 기록할 전망이다.",NEGATIVE
"부문별 영업 현황: 3Q16 라이신 매출은 560억원, 영업이익은 30억원 가량 적자를 기록한 것으로 파악된다(누적기준 매출 1,500억원, 영업이익 BEP추정). 공정개선과 균주 안착을 위한 3주간의 가동중단과 원가 상승(원당, 전력비)으로 성신양회는 적자를 기록했다.",NEGATIVE
"S-Oil을 비롯한 나프타 및 콘덴세이트를 통합하지 못한, 즉 MX를 구입하는 PX 설비(PX Stand-alone Complex)는 현재 스프레드 상에서는 생산을 할수록 손실이 쌓이는 상황이었다.",NEGATIVE
"S-Oil은 전분기 대비 소폭 감익이 전망되는데, ① 라이신 판가가 유로화 약세 기인해 톤당 1,235불(QoQ -2.0%)로 예상되고, ② 시스테인 호환 생산 위한 심양 공장 가동 중단으로 판매량도 QoQ 소폭 감소할 것으로 판단되기 때문이다.",NEGATIVE
"강력한 투자요인이었던 면세점 실적 성장이 둔화되고, 전문점이나 백화점 등 내수 유통채널의 저성장 기조가 뚜렷해지면서 롯데쇼핑의 4Q16 국내 매출 성장은 7.1%YoY로 연중 가장 낮은 성장률을 기록할 것으로 전망된다.",NEGATIVE
"17년 OLED 사업부의 실적은 매출액 1.4조원(+49%YoY), 영업적자 3,110억원으로 16년 영업적자 3,800억원 대비 감소할 것이나, 감소폭은 기존 예상 대비 크지 않을 것으로 전망한다.",NEGATIVE
"그런가 하면 재료비 원가 부담으로 인해 듀얼 카메라가 채택되지 않을 가능성이 제기되고 있고, 이 경우 엠씨넥스 듀얼 카메라의 사업화속도가 늦춰질 것이다.",NEGATIVE
"하지만, 시장의 기대와 다르게 신세계는 지난주 면세점 사업이 탈락하면서 그 동안 면세점 사업 진행을 위해 투자해왔던 자산에 대한 손실 반영이 불가피할 전망이다.",NEGATIVE
"롯데쇼핑은 전년도 4분기 모바일 부문 고성장과 코리아블랙프라이데이 기저효과로 GPM은 25.6%(YoY +2.2%p)까지 상승할 것으로 예상되지만, 매출 저하에 따른 판관비 부담 증가로 영업이익률 개선을 기대하기 어렵게 되었다(OPM 2.6%, 전년도와 동일).",NEGATIVE
"비용구조 감안 시, 롯데쇼핑의 분기 손익분기점 매출은 최소 100억원 수준으로 추정되며, 실제 신규수주 이후 매출인식 시기가 늦춰지고 있어 신규수주 확보 노력이 중요한 시점이다.",NEUTRAL
"최근 셀트리온 주가 약세는 원달러 환율 상승, 바이오 우려, IT를 필두로 한 경기 민감주로의 시장 수급 변화와 정부의 물가 통제 발언 등 때문이다.",NEGATIVE
4Q16 Preview: 영업이익률 5.7% 전망 현대차의 4분기 실적은 미실현재고 비용/판매보증충당금/인센티브 증가 등으로 시장 기대치에 미달할 것으로 보인다(영업이익 기준 -10%). 4분기 출하/판매대수는 각각 138.2만대/130.3만대로 전년 동기대비 3%/1% 감소하였다.,NEGATIVE
"동성화인텍은 개소세 인하 종료로 인한 내수 부진으로 국내 출하가 6% (YoY) 감소했고(내수/수출 -17%/+3% (YoY)), 생산일수 감소로 인해 미국/체코/러시아 공장의 출하는 14%/5%/14% (YoY) 감소했다.",NEGATIVE
4Q16 Preview: 영업이익률 4.1% 전망 이노와이어리스의 4분기 실적은 판매보증충당금과 인센티브 증가로 시장 기대치에 미달할 것으로 보인다(영업이익 기준 -10%).,NEGATIVE
"Action주가는 바닥, 실적 추세 확인 필요: 한세실업의 4Q16~1Q17 실적이 생각보다 부진할 것으로 예상되어 분기실적 체크 전까지 보수적인 투자관점을 유지하는 것이 나을 것으로 판단된다.",NEGATIVE
"하나투어의 2016년을 되돌아보면 1) 매 분기 60~70억원 내외의 영업적자를 기록했던 면세점 2) 마크 호텔의 적자, 그리고 3) TV광고 시작에 따른 비용 증가로 실적 측면에서 상당히 어려운 한 해였다.",NEGATIVE
"하나투어 목표주가의 하향은 예상 대비 둔화된 국내 실적을 반영해 2017년 예상 EPS를 이전 추정 대비 하향 조정했고, 사드 등 대내외 불확실성 확대로 적용 multiple을 기존 36배에서 30배로 조정함에 따른 것이다.",NEGATIVE
"강원랜드의 실적은 기존 추정치(매출액 4,269억원, 영업이익 1,336억원)보다는 하회하는 것인데 이유는 우선 4Q16 기온이 평년보다 높아 방문객수 성장률이 당초 예상했던 +2.4%YoY를 하회하는 +1.2%YoY에 그칠 것으로 예상된다.",NEGATIVE
"영업이익률은 1.3%p (YoY) 하락할 전망인데, UHP 비중 상승에 따른 Mix 개선에도 불구하고 전년 동기대비 인건비/광고선전비 증가가 이어지고 천연/합성고무 등 주요 원재료들의 투입단가도 상승하면서 넥센타이어의 수익성에 부정적인 영향을 줄 것이다.",NEGATIVE
"강원랜드의 4분기 실적이 컨센서스를 크게 상회하더라도 주가 흐름은 부진할 것으로 예상하는데 1) 파라다이스 씨티가 개장하는 4월 이후부터는 카지노 산업 모두 감익 싸이클에 진입하며, 2) 복합리조트 계획이 부재한 상황에서 배당주로써의 매력이 부각되기 힘든 1분기이기 때문이다.",NEGATIVE
